RNA names,Protein names,Labels
MIR205HG,Q92900,1
LINC00467,Q92900,1
PROX1-AS1,Q92900,1
DISC1-IT1,Q92900,1
IDI2-AS1,Q92900,1
PITRM1-AS1,Q92900,1
LINC00707,Q92900,1
LINC00710,Q92900,1
PROSER2-AS1,Q92900,1
VIM-AS1,Q92900,1
WAC-AS1,Q92900,1
ZNF32-AS3,Q92900,1
ZNF32-AS1,Q92900,1
LINC00840,Q92900,1
LINC00842,Q92900,1
PRKG1-AS1,Q92900,1
LINC00845,Q92900,1
LINC00856,Q92900,1
ZMIZ1-AS1,Q92900,1
NUTM2A-AS1,Q92900,1
LINC00865,Q92900,1
TNKS2-AS1,Q92900,1
ENTPD1-AS1,Q92900,1
AL139819.1,Q92900,1
TLX1NB,Q92900,1
KCNIP2-AS1,Q92900,1
CASC2,Q92900,1
AC069287.1,Q92900,1
MIR210HG,Q92900,1
TOLLIP-AS1,Q92900,1
KCNQ1OT1,Q92900,1
KCNQ1DN,Q92900,1
CARS-AS1,Q92900,1
SBF2-AS1,Q92900,1
LINC00958,Q92900,1
BDNF-AS,Q92900,1
LINC00678,Q92900,1
ALKBH3-AS1,Q92900,1
AP000442.1,Q92900,1
SNHG1,Q92900,1
NEAT1,Q92900,1
MALAT1,Q92900,1
RAB30-AS1,Q92900,1
AP000797.3,Q92900,1
LINC00900,Q92900,1
CD27-AS1,Q92900,1
LINC00937,Q92900,1
A2ML1-AS1,Q92900,1
RASSF8-AS1,Q92900,1
OVCH1-AS1,Q92900,1
BCDIN3D-AS1,Q92900,1
HOTAIR,Q92900,1
HOXC-AS2,Q92900,1
HOXC5,Q92900,1
SOCS2-AS1,Q92900,1
RMST,Q92900,1
TMPO-AS1,Q92900,1
LINC00485,Q92900,1
MAPKAPK5-AS1,Q92900,1
PXN-AS1,Q92900,1
HNF1A-AS1,Q92900,1
AC156455.1,Q92900,1
USP12-AS1,Q92900,1
PAN3-AS1,Q92900,1
LINC00426,Q92900,1
TEX26-AS1,Q92900,1
LINC00284,Q92900,1
SMIM2-AS1,Q92900,1
MED4-AS1,Q92900,1
DLEU2,Q92900,1
DLEU1,Q92900,1
INTS6-AS1,Q92900,1
LINC00558,Q92900,1
DIAPH3-AS1,Q92900,1
LINC00355,Q92900,1
PCDH9-AS2,Q92900,1
LINC00393,Q92900,1
LINC00402,Q92900,1
MYCBP2-AS1,Q92900,1
RNF219-AS1,Q92900,1
RBM26-AS1,Q92900,1
LINC00333,Q92900,1
MIR4500HG,Q92900,1
LINC00433,Q92900,1
MIR17HG,Q92900,1
SOX21-AS1,Q92900,1
UBAC2-AS1,Q92900,1
NALCN-AS1,Q92900,1
FGF14-IT1,Q92900,1
LINC00283,Q92900,1
DAOA-AS1,Q92900,1
AL162497.1,Q92900,1
COL4A2-AS2,Q92900,1
AL139385.1,Q92900,1
GRTP1-AS1,Q92900,1
DCUN1D2-AS,Q92900,1
LINC00641,Q92900,1
PRMT5-AS1,Q92900,1
DHRS4-AS1,Q92900,1
LINC00645,Q92900,1
LINC00609,Q92900,1
LINC00639,Q92900,1
LINC00871,Q92900,1
LINC00648,Q92900,1
LINC00519,Q92900,1
LINC00640,Q92900,1
FRMD6-AS2,Q92900,1
KTN1-AS1,Q92900,1
HIF1A-AS2,Q92900,1
DIO2-AS1,Q92900,1
DICER1-AS1,Q92900,1
SNHG10,Q92900,1
AL157871.2,Q92900,1
LINC00523,Q92900,1
MEG3,Q92900,1
LINC00638,Q92900,1
PWRN1,Q92900,1
SRP14-AS1,Q92900,1
OIP5-AS1,Q92900,1
GABPB1-AS1,Q92900,1
USP3-AS1,Q92900,1
AC100830.3,Q92900,1
IQCH-AS1,Q92900,1
UBL7-AS1,Q92900,1
LINC00928,Q92900,1
AC068831.6,Q92900,1
PRC1-AS1,Q92900,1
NR2F2-AS1,Q92900,1
AC141586.5,Q92900,1
AC020663.1,Q92900,1
U91319.1,Q92900,1
U95743.1,Q92900,1
FBXL19-AS1,Q92900,1
AC135050.5,Q92900,1
LINC00273,Q92900,1
C16orf97,Q92900,1
AC007347.1,Q92900,1
CRNDE,Q92900,1
AC009120.6,Q92900,1
LINC00311,Q92900,1
AC087392.1,Q92900,1
PITPNA-AS1,Q92900,1
MIR22HG,Q92900,1
LINC00324,Q92900,1
COX10-AS1,Q92900,1
SPAG5-AS1,Q92900,1
AC010761.6,Q92900,1
AC015849.2,Q92900,1
NBR2,Q92900,1
ASB16-AS1,Q92900,1
MAPT-AS1,Q92900,1
HOXB-AS1,Q92900,1
AC091133.1,Q92900,1
AC002401.1,Q92900,1
TOB1-AS1,Q92900,1
AC099850.1,Q92900,1
LINC00511,Q92900,1
RNF157-AS1,Q92900,1
SNHG16,Q92900,1
AC132872.1,Q92900,1
LINC00470,Q92900,1
LINC00667,Q92900,1
AP001029.1,Q92900,1
AP005482.1,Q92900,1
AQP4-AS1,Q92900,1
LINC00907,Q92900,1
LINC00909,Q92900,1
LINC00683,Q92900,1
RBFADN,Q92900,1
AC004490.1,Q92900,1
AC006538.1,Q92900,1
AC005262.2,Q92900,1
CACTIN-AS1,Q92900,1
AC005523.2,Q92900,1
RAB11B-AS1,Q92900,1
LINC00905,Q92900,1
AC005253.2,Q92900,1
LINC00663,Q92900,1
LINC00662,Q92900,1
AC005307.1,Q92900,1
AC005616.1,Q92900,1
HPN-AS1,Q92900,1
AC002511.1,Q92900,1
LINC00665,Q92900,1
ZNF571-AS1,Q92900,1
LIPE-AS1,Q92900,1
L34079.3,Q92900,1
NAPA-AS1,Q92900,1
PTOV1-AS1,Q92900,1
ZNF582-AS1,Q92900,1
AC006115.3,Q92900,1
AC079779.4,Q92900,1
AC144450.1,Q92900,1
AC019118.2,Q92900,1
LINC00299,Q92900,1
AC096559.1,Q92900,1
AC011752.1,Q92900,1
AC013472.3,Q92900,1
AC093690.1,Q92900,1
BIRC6-AS1,Q92900,1
LINC00486,Q92900,1
AC073218.2,Q92900,1
AC012593.1,Q92900,1
AC006369.2,Q92900,1
LINC00211,Q92900,1
RMDN2-AS1,Q92900,1
SLC8A1-AS1,Q92900,1
AC016722.2,Q92900,1
AC007092.1,Q92900,1
AC016747.3,Q92900,1
AC093159.1,Q92900,1
AC007098.1,Q92900,1
PCBP1-AS1,Q92900,1
AC016700.3,Q92900,1
ALMS1-IT1,Q92900,1
DGUOK-AS1,Q92900,1
BOLA3-AS1,Q92900,1
AC079117.1,Q92900,1
AC092168.2,Q92900,1
AC073987.1,Q92900,1
AC018730.1,Q92900,1
GACAT1,Q92900,1
AC108463.2,Q92900,1
AC010976.2,Q92900,1
AC114763.1,Q92900,1
AC092620.2,Q92900,1
AC096558.1,Q92900,1
AC092652.1,Q92900,1
AC016910.1,Q92900,1
TEX41,Q92900,1
AC007364.1,Q92900,1
AC009506.1,Q92900,1
CERS6-AS1,Q92900,1
HOXD-AS2,Q92900,1
AC074286.1,Q92900,1
AC009948.5,Q92900,1
TTN-AS1,Q92900,1
AC068196.1,Q92900,1
AC093639.1,Q92900,1
AC007319.1,Q92900,1
AC006460.2,Q92900,1
AC019330.1,Q92900,1
SATB2-AS1,Q92900,1
AC007879.2,Q92900,1
AC072062.1,Q92900,1
AC012462.2,Q92900,1
LINC00607,Q92900,1
DIRC3,Q92900,1
AC073254.1,Q92900,1
AC105760.2,Q92900,1
AC131097.3,Q92900,1
SDCBP2-AS1,Q92900,1
UBOX5-AS1,Q92900,1
LINC00654,Q92900,1
SNAP25-AS1,Q92900,1
NKX2-2-AS1,Q92900,1
HM13-AS1,Q92900,1
SNHG17,Q92900,1
SNHG11,Q92900,1
ZFAS1,Q92900,1
OGFR-AS1,Q92900,1
C21orf91-OT1,Q92900,1
LINC00159,Q92900,1
LINC00649,Q92900,1
LINC00310,Q92900,1
TTC3-AS1,Q92900,1
DSCR9,Q92900,1
DSCR8,Q92900,1
BRWD1-IT1,Q92900,1
DSCAM-IT1,Q92900,1
AP001627.1,Q92900,1
LINC00163,Q92900,1
MCM3AP-AS1,Q92900,1
MIAT,Q92900,1
TTC28-AS1,Q92900,1
ZNRF3-IT1,Q92900,1
MORC2-AS1,Q92900,1
TUG1,Q92900,1
C22orf24,Q92900,1
AL021707.1,Q92900,1
EFCAB6-AS1,Q92900,1
C22orf34,Q92900,1
AC090044.1,Q92900,1
AC026202.3,Q92900,1
AC026167.1,Q92900,1
LMCD1-AS1,Q92900,1
PRRT3-AS1,Q92900,1
LINC00620,Q92900,1
FGD5-AS1,Q92900,1
SH3BP5-AS1,Q92900,1
EAF1-AS1,Q92900,1
AC144521.1,Q92900,1
ZNF385D-AS1,Q92900,1
RBMS3-AS3,Q92900,1
AC018359.1,Q92900,1
C3orf35,Q92900,1
ENTPD3-AS1,Q92900,1
VIPR1-AS1,Q92900,1
SNRK-AS1,Q92900,1
LIMD1-AS1,Q92900,1
KIF9-AS1,Q92900,1
CYB561D2,Q92900,1
GLYCTK-AS1,Q92900,1
FLNB-AS1,Q92900,1
PTPRG-AS1,Q92900,1
PSMD6-AS2,Q92900,1
ADAMTS9-AS2,Q92900,1
FOXP1-AS1,Q92900,1
LINC00877,Q92900,1
LINC00971,Q92900,1
CADM2-AS2,Q92900,1
LINC00879,Q92900,1
LINC00882,Q92900,1
MYLK-AS1,Q92900,1
ALDH1L1-AS2,Q92900,1
WWTR1-AS1,Q92900,1
LINC00578,Q92900,1
AC007620.3,Q92900,1
SOX2-OT,Q92900,1
LINC00887,Q92900,1
TMEM44-AS1,Q92900,1
AC024560.3,Q92900,1
AC016773.1,Q92900,1
NOP14-AS1,Q92900,1
STX18-AS1,Q92900,1
LINC00504,Q92900,1
TAPT1-AS1,Q92900,1
OCIAD1-AS1,Q92900,1
DANCR,Q92900,1
SRD5A3-AS1,Q92900,1
PCAT4,Q92900,1
WDFY3-AS1,Q92900,1
WDFY3-AS2,Q92900,1
STPG2-AS1,Q92900,1
AC004053.1,Q92900,1
SEC24B-AS1,Q92900,1
SNHG8,Q92900,1
SLC7A11-AS1,Q92900,1
HHIP-AS1,Q92900,1
AC108142.1,Q92900,1
WWC2-AS1,Q92900,1
AC008937.2,Q92900,1
PART1,Q92900,1
ZBED3-AS1,Q92900,1
CTD-2201I18.1,Q92900,1
VCAN-AS1,Q92900,1
TMEM161B-AS1,Q92900,1
MEF2C-AS1,Q92900,1
NR2F1-AS1,Q92900,1
LINC00491,Q92900,1
STARD4-AS1,Q92900,1
EPB41L4A-AS1,Q92900,1
P4HA2-AS1,Q92900,1
TRPC7-AS1,Q92900,1
AC005592.1,Q92900,1
SAP30L-AS1,Q92900,1
CTC-338M12.4,Q92900,1
E2F3-IT1,Q92900,1
HCG11,Q92900,1
HLA-DQB1-AS1,Q92900,1
TDRG1,Q92900,1
LINC00951,Q92900,1
KCNQ5-IT1,Q92900,1
SNHG5,Q92900,1
UFL1-AS1,Q92900,1
BVES-AS1,Q92900,1
LINC00222,Q92900,1
TRAF3IP2-AS1,Q92900,1
STXBP5-AS1,Q92900,1
RPS6KA2-IT1,Q92900,1
LINC00242,Q92900,1
LINC00574,Q92900,1
AC093734.1,Q92900,1
PSMG3-AS1,Q92900,1
AC092171.4,Q92900,1
HOTAIRM1,Q92900,1
HOXA-AS2,Q92900,1
HOXA-AS3,Q92900,1
HOXA11-AS,Q92900,1
AC004009.3,Q92900,1
NPSR1-AS1,Q92900,1
LINC00265,Q92900,1
INHBA-AS1,Q92900,1
SNHG15,Q92900,1
AC073325.1,Q92900,1
MAGI2-AS3,Q92900,1
AC003988.1,Q92900,1
STEAP2-AS1,Q92900,1
AC006378.2,Q92900,1
DLX6-AS1,Q92900,1
LHFPL3-AS1,Q92900,1
AC073130.3,Q92900,1
ST7-OT4,Q92900,1
ST7-AS2,Q92900,1
FEZF1-AS1,Q92900,1
AC015987.1,Q92900,1
AC024084.1,Q92900,1
WEE2-AS1,Q92900,1
ATP6V0E2-AS1,Q92900,1
AC009403.2,Q92900,1
AC006372.4,Q92900,1
LINC00689,Q92900,1
GS1-24F4.2,Q92900,1
FAM66D,Q92900,1
EXTL3-AS1,Q92900,1
LINC00589,Q92900,1
NRG1-IT1,Q92900,1
AC026904.1,Q92900,1
LINC00968,Q92900,1
AC022182.1,Q92900,1
SNHG6,Q92900,1
CASC9,Q92900,1
ZFHX4-AS1,Q92900,1
LINC00534,Q92900,1
LINC00535,Q92900,1
LINC00536,Q92900,1
FER1L6-AS2,Q92900,1
PVT1,Q92900,1
CCDC26,Q92900,1
AC083843.1,Q92900,1
AC084125.4,Q92900,1
CDKN2B-AS1,Q92900,1
PGM5-AS1,Q92900,1
LINC00476,Q92900,1
C9orf147,Q92900,1
MIR600HG,Q92900,1
MIR181A2HG,Q92900,1
SNHG7,Q92900,1
PHKA2-AS1,Q92900,1
CASK-AS1,Q92900,1
ZNF674-AS1,Q92900,1
SPIN4-AS1,Q92900,1
TSIX,Q92900,1
XIST,Q92900,1
JPX,Q92900,1
DIAPH2-AS1,Q92900,1
LINC00630,Q92900,1
TCEAL3-AS1,Q92900,1
SPANXA2-OT1,Q92900,1
FMR1-AS1,Q92900,1
LINC00894,Q92900,1
TMLHE-AS1,Q92900,1
LINC00273,Q86U44,1
FAM87B,P35637,1
LINC00115,P35637,1
LINC00982,P35637,1
CAMTA1-IT1,P35637,1
ENO1-AS1,P35637,1
MTOR-AS1,P35637,1
TMEM51-AS1,P35637,1
PINK1-AS,P35637,1
LINC00339,P35637,1
CDC42-IT1,P35637,1
ZBTB40-IT1,P35637,1
MDS2,P35637,1
SNHG3,P35637,1
SNHG12,P35637,1
MATN1-AS1,P35637,1
AL513327.1,P35637,1
ZMYM4-AS1,P35637,1
SLC2A1-AS1,P35637,1
SZT2-AS1,P35637,1
HYI-AS1,P35637,1
KDM4A-AS1,P35637,1
ERI3-IT1,P35637,1
MKNK1-AS1,P35637,1
EFCAB14-AS1,P35637,1
CYP4A22-AS1,P35637,1
AGBL4-IT1,P35637,1
GNG12-AS1,P35637,1
ZRANB2-AS2,P35637,1
NEGR1-IT1,P35637,1
NEXN-AS1,P35637,1
TTLL7-IT1,P35637,1
DPYD-AS1,P35637,1
DPYD-IT1,P35637,1
DPYD-AS2,P35637,1
MIR137HG,P35637,1
VAV3-AS1,P35637,1
LAMTOR5-AS1,P35637,1
KCND3-IT1,P35637,1
KCND3-AS1,P35637,1
AP4B1-AS1,P35637,1
WARS2-IT1,P35637,1
LINC00622,P35637,1
LINC00624,P35637,1
AL450992.2,P35637,1
FLG-AS1,P35637,1
UBE2Q1-AS1,P35637,1
RUSC1-AS1,P35637,1
ASH1L-IT1,P35637,1
ASH1L-AS1,P35637,1
RGS5,P35637,1
LINC00626,P35637,1
LINC00970,P35637,1
AL021068.1,P35637,1
DNM3-IT1,P35637,1
DNM3OS,P35637,1
RC3H1-IT1,P35637,1
RABGAP1L-IT1,P35637,1
TNR-IT1,P35637,1
RASAL2-AS1,P35637,1
SMG7-AS1,P35637,1
MIR181A1HG,P35637,1
IPO9-AS1,P35637,1
MIR205HG,P35637,1
SERTAD4-AS1,P35637,1
KCNH1-IT1,P35637,1
LINC00467,P35637,1
PROX1-AS1,P35637,1
ITPKB-IT1,P35637,1
ITPKB-AS1,P35637,1
SNAP47-AS1,P35637,1
LINC00582,P35637,1
DISC1-IT1,P35637,1
LINC00184,P35637,1
LYST-AS1,P35637,1
CHRM3-AS2,P35637,1
CHRM3-AS1,P35637,1
AKT3-IT1,P35637,1
SMYD3-IT1,P35637,1
IDI2-AS1,P35637,1
ADARB2-AS1,P35637,1
LINC00701,P35637,1
PITRM1-AS1,P35637,1
CALML3-AS1,P35637,1
LINC00707,P35637,1
SFTA1P,P35637,1
LINC00710,P35637,1
CELF2-AS2,P35637,1
PROSER2-AS1,P35637,1
VIM-AS1,P35637,1
ST8SIA6-AS1,P35637,1
SLC39A12-AS1,P35637,1
GPR158-AS1,P35637,1
WAC-AS1,P35637,1
ZEB1-AS1,P35637,1
LINC00839,P35637,1
ZNF32-AS3,P35637,1
ZNF32-AS1,P35637,1
ZNF32-AS2,P35637,1
LINC00840,P35637,1
TMEM72-AS1,P35637,1
LINC00842,P35637,1
ARHGAP22-IT1,P35637,1
FAM170B-AS1,P35637,1
PRKG1-AS1,P35637,1
LINC00844,P35637,1
LINC00845,P35637,1
UNC5B-AS1,P35637,1
AC022400.1,P35637,1
ZNF503-AS1,P35637,1
ZNF503-AS2,P35637,1
DLG5-AS1,P35637,1
LINC00856,P35637,1
ZMIZ1-AS1,P35637,1
TMEM254-AS1,P35637,1
LINC00857,P35637,1
NUTM2A-AS1,P35637,1
LINC00863,P35637,1
ACTA2-AS1,P35637,1
LINC00865,P35637,1
PLCE1-AS1,P35637,1
ENTPD1-AS1,P35637,1
LINC00866,P35637,1
DNMBP-AS1,P35637,1
AL139819.1,P35637,1
KCNIP2-AS1,P35637,1
SORCS3-AS1,P35637,1
PDCD4-AS1,P35637,1
EMX2OS,P35637,1
CASC2,P35637,1
LINC00867,P35637,1
WDR11-AS1,P35637,1
FANK1-AS1,P35637,1
LINC00601,P35637,1
AC069287.1,P35637,1
MIR210HG,P35637,1
AP006621.5,P35637,1
KRTAP5-AS1,P35637,1
MRPL23-AS1,P35637,1
H19,P35637,1
KCNQ1OT1,P35637,1
KCNQ1-AS1,P35637,1
CARS-AS1,P35637,1
TMEM9B-AS1,P35637,1
SBF2-AS1,P35637,1
MRVI1-AS1,P35637,1
ZBED5-AS1,P35637,1
LINC00958,P35637,1
FAR1-IT1,P35637,1
NAV2-IT1,P35637,1
NAV2-AS5,P35637,1
NAV2-AS4,P35637,1
NAV2-AS3,P35637,1
NAV2-AS2,P35637,1
NAV2-AS1,P35637,1
BDNF-AS,P35637,1
LINC00678,P35637,1
ALKBH3-AS1,P35637,1
LRP4-AS1,P35637,1
AP000442.1,P35637,1
SNHG1,P35637,1
NEAT1,P35637,1
SSSCA1-AS1,P35637,1
ANO1-AS1,P35637,1
SHANK2-AS1,P35637,1
SHANK2-AS2,P35637,1
ARAP1-AS1,P35637,1
ARAP1-AS2,P35637,1
AP002381.2,P35637,1
AP001372.2,P35637,1
AP001189.4,P35637,1
RSF1-IT2,P35637,1
RSF1-IT1,P35637,1
KCTD21-AS1,P35637,1
RAB30-AS1,P35637,1
AP000857.2,P35637,1
GRM5-AS1,P35637,1
DISC1FP1,P35637,1
SCARNA9,P35637,1
JRKL-AS1,P35637,1
ALG9-IT1,P35637,1
NCAM1-AS1,P35637,1
AP000462.3,P35637,1
AP000462.2,P35637,1
AP000462.1,P35637,1
AP000797.3,P35637,1
LINC00900,P35637,1
AP000770.1,P35637,1
AP001007.1,P35637,1
KIRREL3-AS1,P35637,1
KIRREL3-AS2,P35637,1
AP003025.2,P35637,1
NTM-IT,P35637,1
OPCML-IT2,P35637,1
OPCML-IT1,P35637,1
LINC00940,P35637,1
CACNA1C-IT1,P35637,1
CACNA1C-AS4,P35637,1
CACNA1C-IT3,P35637,1
CACNA1C-AS3,P35637,1
CACNA1C-AS2,P35637,1
CACNA1C-AS1,P35637,1
TSPAN9-IT1,P35637,1
CD27-AS1,P35637,1
C1RL-AS1,P35637,1
LINC00937,P35637,1
A2ML1-AS1,P35637,1
LINC00612,P35637,1
A2M-AS1,P35637,1
LINC00987,P35637,1
RERG-IT1,P35637,1
RERG-AS1,P35637,1
RASSF8-AS1,P35637,1
OVCH1-AS1,P35637,1
LINC00941,P35637,1
DDX11-AS1,P35637,1
DENND5B-AS1,P35637,1
PCED1B-AS1,P35637,1
BCDIN3D-AS1,P35637,1
C12orf80,P35637,1
LINC00592,P35637,1
IFNG-AS1,P35637,1
TRHDE-AS1,P35637,1
CLLU1,P35637,1
SOCS2-AS1,P35637,1
RMST,P35637,1
TMPO-AS1,P35637,1
USP30-AS1,P35637,1
FAM222A-AS1,P35637,1
MAPKAPK5-AS1,P35637,1
PXN-AS1,P35637,1
AC156455.1,P35637,1
LINC00943,P35637,1
LINC00944,P35637,1
LINC00507,P35637,1
AL512652.1,P35637,1
LATS2-AS1,P35637,1
ZDHHC20-IT1,P35637,1
LINC00621,P35637,1
SACS-AS1,P35637,1
LINC00327,P35637,1
SPATA13,P35637,1
SPATA13-AS1,P35637,1
WASF3-AS1,P35637,1
USP12-AS1,P35637,1
USP12-AS2,P35637,1
PAN3-AS1,P35637,1
MTUS2-AS2,P35637,1
MTUS2-AS1,P35637,1
LINC00544,P35637,1
LINC00365,P35637,1
LINC00427,P35637,1
LINC00426,P35637,1
LINC00398,P35637,1
TEX26-AS1,P35637,1
FRY-AS1,P35637,1
LINC00423,P35637,1
STARD13-IT1,P35637,1
STARD13-AS,P35637,1
LINC00457,P35637,1
LINC00571,P35637,1
LINC00366,P35637,1
FREM2-AS1,P35637,1
LINC00332,P35637,1
ENOX1-AS2,P35637,1
ENOX1-AS1,P35637,1
LINC00284,P35637,1
SMIM2-AS1,P35637,1
SMIM2-IT1,P35637,1
TPT1-AS1,P35637,1
SLC25A30-AS1,P35637,1
CPB2-AS1,P35637,1
HTR2A-AS1,P35637,1
SUCLA2-AS1,P35637,1
MED4-AS1,P35637,1
DLEU2,P35637,1
DLEU1,P35637,1
DLEU7-AS1,P35637,1
RNASEH2B-AS1,P35637,1
INTS6-AS1,P35637,1
DIAPH3-AS2,P35637,1
LINC00395,P35637,1
LINC00355,P35637,1
PCDH9-AS1,P35637,1
PCDH9-AS2,P35637,1
PCDH9-AS3,P35637,1
PCDH9-AS4,P35637,1
ATXN8OS,P35637,1
LINC00348,P35637,1
LINC00393,P35637,1
LINC00402,P35637,1
LINC00381,P35637,1
LINC00347,P35637,1
MYCBP2-AS1,P35637,1
MYCBP2-AS2,P35637,1
RNF219-AS1,P35637,1
LINC00446,P35637,1
LINC00331,P35637,1
RBM26-AS1,P35637,1
LINC00333,P35637,1
LINC00351,P35637,1
MIR4500HG,P35637,1
LINC00433,P35637,1
LINC00410,P35637,1
MIR17HG,P35637,1
GPC5-AS2,P35637,1
GPC5-IT1,P35637,1
GPC5-AS1,P35637,1
GPC6-AS2,P35637,1
GPC6-AS1,P35637,1
LINC00391,P35637,1
SOX21-AS1,P35637,1
CLDN10-AS1,P35637,1
FARP1-AS1,P35637,1
DOCK9-AS1,P35637,1
UBAC2-AS1,P35637,1
CLYBL-AS2,P35637,1
CLYBL-AS1,P35637,1
PCCA-AS1,P35637,1
NALCN-AS1,P35637,1
FGF14-IT1,P35637,1
FGF14-AS1,P35637,1
LINC00343,P35637,1
LINC00460,P35637,1
LINC00443,P35637,1
FAM155A-IT1,P35637,1
MYO16-AS2,P35637,1
MYO16-AS1,P35637,1
LINC00676,P35637,1
AL162497.1,P35637,1
COL4A2-AS2,P35637,1
COL4A2-AS1,P35637,1
AL139385.1,P35637,1
ANKRD10-IT1,P35637,1
ARHGEF7-AS2,P35637,1
ARHGEF7-IT1,P35637,1
ARHGEF7-AS1,P35637,1
LINC00354,P35637,1
LINC00404,P35637,1
ATP11A-AS1,P35637,1
AL356740.1,P35637,1
GRTP1-AS1,P35637,1
DCUN1D2-AS,P35637,1
GAS6-AS1,P35637,1
LINC00565,P35637,1
RASA3-IT1,P35637,1
AL589743.1,P35637,1
LINC00641,P35637,1
PRMT5-AS1,P35637,1
LINC00596,P35637,1
DHRS4-AS1,P35637,1
ARHGAP5-AS1,P35637,1
LINC00609,P35637,1
PTCSC3,P35637,1
LINC00517,P35637,1
LINC00639,P35637,1
LINC00871,P35637,1
LINC00648,P35637,1
LINC00519,P35637,1
LINC00640,P35637,1
FRMD6-AS2,P35637,1
KTN1-AS1,P35637,1
LINC00520,P35637,1
HIF1A-AS1,P35637,1
HIF1A-AS2,P35637,1
LINC00644,P35637,1
DIO2-AS1,P35637,1
FOXN3-AS1,P35637,1
FOXN3-AS2,P35637,1
ITPK1-AS1,P35637,1
FAM181A-AS1,P35637,1
DICER1-AS1,P35637,1
SNHG10,P35637,1
AL109767.1,P35637,1
AL157871.2,P35637,1
MEG3,P35637,1
MEG8,P35637,1
MEG9,P35637,1
AL132709.1,P35637,1
LINC00524,P35637,1
DIO3OS,P35637,1
LINC00638,P35637,1
AL928654.1,P35637,1
LINC00226,P35637,1
PWRN2,P35637,1
PWRN1,P35637,1
AC144833.1,P35637,1
GOLGA8M,P35637,1
AC123768.4,P35637,1
SRP14-AS1,P35637,1
PLCB2-AS1,P35637,1
RAD51-AS1,P35637,1
OIP5-AS1,P35637,1
GABPB1-AS1,P35637,1
LINC00926,P35637,1
USP3-AS1,P35637,1
AC100830.3,P35637,1
IQCH-AS1,P35637,1
HEXA-AS1,P35637,1
ADPGK-AS1,P35637,1
UBL7-AS1,P35637,1
DNM1P35,P35637,1
AGBL1-AS1,P35637,1
NTRK3-AS1,P35637,1
LINC00928,P35637,1
AC068831.6,P35637,1
PRC1-AS1,P35637,1
LINC00930,P35637,1
LINC00924,P35637,1
NR2F2-AS1,P35637,1
LINC00923,P35637,1
SPATA41,P35637,1
SSTR5-AS1,P35637,1
SNHG9,P35637,1
AC141586.5,P35637,1
SRRM2-AS1,P35637,1
LINC00514,P35637,1
AC006111.1,P35637,1
AC020663.1,P35637,1
BCAR4,P35637,1
AC009134.1,P35637,1
U91319.1,P35637,1
U95743.1,P35637,1
AC040173.1,P35637,1
AC012317.1,P35637,1
IL21R-AS1,P35637,1
AC002551.1,P35637,1
FBXL19-AS1,P35637,1
AC135050.5,P35637,1
C16orf97,P35637,1
CASC16,P35637,1
AC007347.1,P35637,1
CRNDE,P35637,1
AC012322.1,P35637,1
LINC00922,P35637,1
VAC14-AS1,P35637,1
AC009120.4,P35637,1
AC009120.6,P35637,1
AC009120.3,P35637,1
AC009120.5,P35637,1
LINC00311,P35637,1
FENDRR,P35637,1
SNAI3-AS1,P35637,1
LINC00304,P35637,1
VPS9D1-AS1,P35637,1
FAM157C,P35637,1
AC087392.1,P35637,1
AC016292.1,P35637,1
AC144836.1,P35637,1
PITPNA-AS1,P35637,1
MIR22HG,P35637,1
AC099684.1,P35637,1
AC090617.1,P35637,1
AL450226.2,P35637,1
AC091153.4,P35637,1
AC087501.1,P35637,1
LINC00670,P35637,1
COX10-AS1,P35637,1
AC005304.1,P35637,1
AC005224.2,P35637,1
MPRIP-AS1,P35637,1
RAI1-AS1,P35637,1
SMCR5,P35637,1
EPN2-AS1,P35637,1
AC004448.2,P35637,1
AC015726.1,P35637,1
AC126365.1,P35637,1
SPAG5-AS1,P35637,1
AC024619.2,P35637,1
AC104984.4,P35637,1
AC084809.2,P35637,1
AC011193.1,P35637,1
AC015849.2,P35637,1
RAMP2-AS1,P35637,1
NBR2,P35637,1
LINC00910,P35637,1
ASB16-AS1,P35637,1
MAP3K14-AS1,P35637,1
AC091132.1,P35637,1
MAPT-AS1,P35637,1
KANSL1-AS1,P35637,1
HOXB-AS1,P35637,1
AC091133.1,P35637,1
AC002401.1,P35637,1
CACNA1G-AS1,P35637,1
TOB1-AS1,P35637,1
AC099850.1,P35637,1
AC006947.1,P35637,1
ABCA9-AS1,P35637,1
KCNJ2-AS1,P35637,1
LINC00511,P35637,1
RNF157-AS1,P35637,1
SNHG16,P35637,1
TNRC6C-AS1,P35637,1
AC100791.1,P35637,1
AC027601.1,P35637,1
LINC00482,P35637,1
AC132872.1,P35637,1
AP005530.1,P35637,1
LINC00470,P35637,1
DLGAP1-AS1,P35637,1
DLGAP1-AS2,P35637,1
DLGAP1-AS3,P35637,1
DLGAP1-AS4,P35637,1
DLGAP1-AS5,P35637,1
LINC00667,P35637,1
AP001029.1,P35637,1
AP005482.1,P35637,1
LDLRAD4-AS1,P35637,1
AQP4-AS1,P35637,1
LINC00907,P35637,1
LINC00305,P35637,1
LINC00909,P35637,1
LINC00683,P35637,1
RBFADN,P35637,1
CIRBP-AS1,P35637,1
CSNK1G2-AS1,P35637,1
AC004490.1,P35637,1
AC005262.2,P35637,1
